,GrLivArea,YearBuilt,GarageCars,TotalBsmtSF,RoofMatl_ClyTile,YearRemodAdd,Fireplaces,MSZoning_C (all),KitchenAbvGr,OverallCond_3,MSZoning_RM,BsmtFinType1_GLQ,BsmtQual_Ex,Condition2_PosN,Neighborhood_Crawfor,OverallCond_4,KitchenQual_Ex,SaleCondition_Abnorml,LotArea,MSSubClass_30,KitchenQual_Gd,OverallCond_7,OverallQual_8,Neighborhood_MeadowV,CentralAir_N,OverallQual_9,OverallQual_10,OverallQual_7,BsmtFullBath,OverallQual_6,Functional_Maj2,BldgType_Twnhs,OverallQual_1,ScreenPorch,SaleType_WD,Neighborhood_Edwards,Heating_Grav,WoodDeckSF,Exterior1st_BrkFace,OverallCond_6,OverallCond_8,OverallCond_9,Foundation_CBlock,BsmtExposure_Gd,Condition1_Artery,Functional_Mod,MSZoning_FV,Neighborhood_NridgHt,Neighborhood_StoneBr,BldgType_TwnhsE,LotConfig_CulDSac,GarageCond_Fa,Condition1_RRAe,Functional_Sev,BsmtFinType1_Unf,EnclosedPorch,PoolQC_Gd,HeatingQC_TA,HalfBath,Condition1_Feedr,BsmtCond_Ex,SalePrice
1131,974,1991,0,974,0,1992,0,0,1,0,0,0,0,0,0,0,0,1,10712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.44571672
1132,2210,1880,1,1008,0,1950,0,0,1,0,1,0,0,0,0,1,0,0,9900,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,11.67419361
1133,2020,1995,2,1128,0,1995,1,0,1,0,0,1,0,0,0,0,0,0,9828,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.3863087
1134,1600,1997,2,916,0,1997,1,0,1,0,0,0,0,0,0,0,0,0,8773,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,12.03765399
1135,986,1926,1,960,0,1950,1,0,1,0,1,0,0,0,0,0,0,0,6180,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,11.53272809
1136,1252,1950,1,1032,0,1950,0,0,1,0,0,0,0,0,0,0,0,1,9600,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,96,0,1,0,0,0,11.68687877
1137,1020,1875,0,780,0,1996,0,0,1,0,0,0,0,0,0,0,0,0,6342,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,176,0,0,0,1,0,11.45105006
1138,1567,1977,2,1567,0,1977,2,0,1,0,0,0,0,0,0,0,0,0,9819,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,264,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12.18586994
1139,1167,1920,2,915,0,1950,1,0,1,0,0,0,0,0,0,0,0,0,8731,1,0,0,0,0,0,0,0,0,0,0,0,0,0,126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,1,0,0,0,11.87756858
1140,952,1951,2,952,0,1951,0,0,1,0,0,0,0,0,0,0,0,1,7350,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.84222921
1141,1868,1976,2,780,0,1976,1,0,1,0,0,0,0,0,0,0,0,0,10304,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,448,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,12.19349386
1142,2828,2006,3,1466,0,2007,1,0,1,0,0,1,1,0,0,0,0,0,9965,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,125,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.95953852
1143,1006,1959,0,1006,0,1959,0,0,1,1,0,1,0,0,0,0,0,0,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.28978191
1144,924,1941,1,672,0,1950,0,0,1,0,0,0,0,0,0,1,0,0,12180,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.28978191
1145,1576,1928,1,1042,0,1950,1,0,1,0,1,0,0,0,0,0,0,0,6240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11.91170158
1146,1298,1985,2,1298,0,1985,1,0,1,0,0,1,0,0,0,0,0,0,11200,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,165,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12.10071213
1147,1564,1941,1,704,0,1950,1,0,1,0,0,0,0,0,1,0,0,0,12000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.06968002
1148,1111,1926,1,572,0,1950,1,0,1,0,1,0,0,0,0,0,0,0,5700,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,176,0,1,0,0,0,11.66907415
1149,1482,1920,2,650,0,1988,0,0,1,0,1,0,0,0,0,0,0,0,9000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.87059991
1150,932,1950,1,932,0,1950,1,0,1,0,0,0,0,0,0,0,0,0,8280,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,214,0,0,0,0,0,11.72803684
1151,1466,1959,2,1466,0,1959,2,0,1,0,0,0,0,0,0,1,0,0,17755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,11.91772368
1152,1811,1956,2,1073,0,2004,1,0,1,0,0,0,0,0,1,0,1,1,14115,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,12.34583459
1153,816,1930,1,816,0,2007,0,0,1,0,1,0,0,0,0,0,0,0,5890,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,11.69940503
1154,1820,1965,2,864,0,1988,2,0,1,0,0,0,0,0,0,0,0,0,13700,0,1,0,0,0,0,0,0,1,0,0,0,0,0,273,1,0,0,60,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,12.21503239
1155,1437,1976,2,1437,0,2004,1,0,1,0,0,0,0,0,0,0,0,0,10768,0,1,0,0,0,0,0,0,0,1,0,0,0,0,180,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12.29225034
1156,1265,1965,2,1219,0,1999,1,0,1,0,0,0,0,0,0,0,0,0,9350,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.10015642
1157,1314,2007,2,1314,0,2008,1,0,1,0,0,1,0,0,0,0,0,0,5001,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,172,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12.34583459
1158,1580,2007,3,1580,0,2008,0,0,1,0,0,0,0,0,0,0,0,0,11932,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12.36788533
1159,1876,1974,2,901,0,1974,1,0,1,0,0,0,0,0,0,0,0,0,9120,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,12.1281111
1160,1456,1978,2,855,0,1978,1,0,1,0,0,0,0,0,0,0,0,0,2280,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11.8913619
1161,1640,1954,2,1296,0,2006,1,0,1,0,0,0,0,0,1,0,0,0,14778,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,108,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.31940133
1162,894,1968,2,894,0,1968,1,0,1,0,0,0,0,0,0,0,0,0,8724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.76756768
1163,1258,1969,2,1198,0,1969,0,0,2,0,0,1,0,0,0,1,0,0,12900,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,120,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,11.59872694
1164,1432,1978,2,1360,0,1978,1,0,1,0,0,0,0,0,0,0,0,0,16157,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,168,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,12.17561344
1165,1502,2009,2,1502,0,2009,0,0,1,0,0,0,0,0,0,0,0,0,9541,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,12.35952308
1166,1694,2008,3,1694,0,2008,0,0,1,0,0,0,0,0,0,0,0,0,10475,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.41044104
1167,1671,2000,2,959,0,2000,1,0,1,0,0,1,0,0,0,0,0,0,10852,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.06104687
1168,2108,1935,2,1127,0,1986,2,0,1,0,0,0,0,0,0,0,0,0,13728,0,1,1,0,0,0,0,0,0,0,1,0,0,0,90,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.36734079
1169,3627,1995,3,1930,0,1996,1,0,1,0,0,1,1,0,0,0,0,0,35760,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,361,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,13.34550693
1170,1118,1977,1,1096,0,1977,1,0,1,0,0,0,0,0,0,0,0,0,9880,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,203,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,12.04941884
1171,1261,1958,2,1261,0,1958,1,0,1,0,0,0,0,0,0,0,0,0,9120,0,0,0,0,0,0,0,0,0,1,1,0,0,0,288,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.00150548
1172,1250,2006,2,625,0,2007,0,0,1,0,0,0,0,0,0,0,0,0,4017,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,12.05466819
1173,3086,1946,0,1598,0,1994,1,0,1,0,0,0,0,0,0,0,1,0,18030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,122,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12.20856953
1174,2345,1932,2,952,0,1950,1,0,1,0,0,0,0,0,1,0,0,0,16560,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,12.38421883
1175,2872,1992,2,1683,0,2000,1,0,1,0,0,1,0,0,0,0,0,0,10678,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.56024446
1176,923,1984,1,876,0,1985,0,0,1,0,0,0,0,0,0,0,0,0,6951,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,362,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,11.69107165
1177,1224,1926,1,818,0,2004,0,0,1,0,1,0,0,0,0,0,0,0,3950,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,116,0,1,0,0,0,11.65268741
1178,1343,1921,1,731,0,1950,1,0,1,0,0,0,0,0,1,0,0,0,7681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,102,0,0,1,0,0,11.95053503
1179,1124,1954,0,0,0,1954,1,0,1,0,0,0,0,0,0,0,0,0,8335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,11.44035477
1180,2514,1990,2,1216,0,1991,0,0,1,0,0,0,0,0,0,0,0,0,11170,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.4292162
1181,1652,2008,2,1600,0,2008,1,0,1,0,1,1,1,0,1,0,0,0,5587,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,162,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.88029182
1182,4476,1996,3,2396,0,1996,2,0,1,0,0,1,1,0,0,0,1,1,15623,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13.5211395
1183,1130,1920,2,1120,0,1950,1,0,1,0,0,0,0,0,0,0,0,0,10800,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,229,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.69524702
1184,1572,1963,3,1572,0,1963,2,0,1,0,0,0,0,0,0,1,0,0,35133,0,0,0,0,0,0,0,0,0,1,0,0,0,0,263,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.13725833
1185,1221,1924,1,784,0,1950,0,0,1,0,0,0,0,0,0,0,0,0,9738,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,0,0,0,0,11.56076279
1186,1699,1900,2,978,0,1970,0,0,2,0,0,0,0,0,0,0,0,1,10615,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,11.46163217
1187,1624,1994,3,1624,0,1995,1,0,1,0,0,1,0,0,0,0,0,0,12461,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,12.47609978
1188,1660,2002,2,831,0,2002,0,0,1,0,0,0,0,0,0,0,0,0,8935,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,12.18075484
1189,1804,1999,2,994,0,1999,1,0,1,0,0,0,0,0,0,0,0,0,7500,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,12.14950229
1190,1622,1961,4,1249,0,1975,1,0,1,0,0,0,0,0,0,1,0,0,32463,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,439,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.03171926
1191,1441,1999,2,776,0,2000,0,0,1,0,0,0,0,0,0,0,0,0,2645,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,206,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,12.06681058
1192,1472,1925,1,702,0,1994,0,0,1,0,1,0,0,0,0,0,0,0,9600,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,84,0,0,0,0,0,11.73606902
1193,1224,1999,2,1224,0,1999,0,0,1,0,1,1,1,0,0,0,0,0,4500,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.01370075
1194,1352,1969,1,663,0,1969,0,0,1,0,0,0,0,0,0,0,0,0,9364,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,379,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,11.97035031
1195,1456,2005,2,728,0,2005,0,0,1,0,0,0,0,0,0,0,0,0,8029,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,12.07823927
1196,1863,2006,3,879,0,2006,1,0,1,0,0,0,0,0,0,0,0,0,14054,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,12.29778545
1197,1690,1916,1,815,0,1950,1,0,1,0,1,0,0,0,0,0,0,0,8850,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,330,0,0,0,0,0,11.87756858
1198,1212,2001,2,1212,0,2001,0,0,1,0,0,0,0,0,0,0,0,0,9100,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.08953883
1199,1382,1963,2,1051,0,1979,1,0,1,0,0,0,0,0,0,0,0,0,11235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11.90496755
1200,864,1970,1,864,0,1970,0,0,1,0,0,0,0,0,0,0,0,1,9353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11.66177641
1201,1779,1998,2,866,0,1998,0,0,1,0,0,0,0,0,0,0,0,0,10400,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,12.19551713
1202,1348,1925,1,884,0,1997,1,0,1,0,1,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,208,0,0,0,0,0,11.66992921
1203,1630,2000,2,1630,0,2001,1,0,1,0,0,0,0,0,0,0,0,0,9750,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.26904744
1204,1074,1975,2,1056,0,1975,0,0,1,0,0,0,0,0,0,0,0,0,10140,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11.94145585
1205,2196,1990,3,2158,0,1991,1,0,1,0,0,0,0,0,0,0,0,0,14684,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,84,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.51318963
1206,1056,1966,1,1056,0,1966,0,0,1,0,0,0,0,0,0,1,0,0,8900,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.58058411
1207,1700,2003,2,1682,0,2003,0,0,1,0,0,1,0,0,0,0,0,0,9135,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.20607265
1208,1283,1962,2,931,0,1980,0,0,1,0,0,0,0,0,0,0,0,0,7763,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.8493977
1209,1660,2006,2,1660,0,2006,1,0,1,0,0,1,1,0,0,0,0,0,10182,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,322,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.5776362
1210,1845,1992,2,1055,0,1992,1,0,1,0,0,0,0,0,0,0,0,0,11218,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,12.14950229
1211,1752,1988,2,559,0,2005,0,0,1,0,0,1,0,0,0,0,0,0,12134,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.00762171
1212,672,1941,1,672,0,1950,0,0,1,0,0,0,0,0,0,0,0,0,9340,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.6351431
1213,960,1965,1,648,0,2001,0,0,1,0,0,1,0,0,0,0,0,0,10246,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,88,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.88448902
1214,999,1962,1,925,0,1962,0,0,1,0,0,0,0,0,0,0,0,0,10205,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,150,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.80931948
1215,894,1966,1,894,0,1966,0,0,1,0,0,0,0,0,0,0,0,0,7094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.73606902
1216,1902,1978,2,0,0,1978,0,0,2,0,1,0,0,0,0,0,0,0,8930,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,11.62625415
1217,1314,2009,2,1300,0,2009,0,0,1,0,0,1,0,0,0,0,0,0,8640,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.34346657
1218,912,1947,0,0,0,1950,0,0,1,0,1,0,0,0,0,0,0,0,6240,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.29601246
1219,1218,1971,0,672,0,1971,0,0,1,0,1,0,0,0,0,0,0,1,1680,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,201,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,11.42409425
1220,912,1964,1,912,0,1964,0,0,1,0,0,0,0,0,0,0,0,1,7800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.65268741
1221,1211,1968,1,952,0,1968,1,0,1,0,0,0,0,0,0,0,0,0,8250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11.80559508
1222,1846,1949,1,1040,0,1950,1,0,1,0,0,0,0,0,0,0,0,0,10496,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.87059991
1223,2136,1951,2,2136,0,1951,0,0,1,1,0,0,0,0,0,0,0,0,10680,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.83428406
1224,1490,2004,2,788,0,2005,1,0,1,0,0,1,0,0,0,0,0,0,15384,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.12269104
1225,1138,1958,1,588,0,1958,0,0,1,0,0,1,0,0,0,0,0,0,10482,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,224,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.88448902
1226,1933,2007,3,894,0,2007,1,0,1,0,0,0,0,0,0,0,0,0,14598,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,12.27373129
1227,912,1965,2,912,0,2008,0,0,1,0,0,0,0,0,0,0,0,0,8872,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.89818787
1228,1702,2008,3,1702,0,2008,1,0,1,0,0,1,1,0,0,0,1,0,8769,0,0,0,0,0,0,1,0,0,1,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,12.8139179
1229,1507,1960,1,1075,0,1960,0,0,1,0,0,0,0,0,0,0,0,0,7910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.75194237
