,LotFrontage,LotArea,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,PoolArea,SalePrice,Alley_Grvl,LotShape_IR2,LandContour_Bnk,LotConfig_CulDSac,BldgType_TwnhsE,RoofStyle_Gable,RoofMatl_WdShngl,MasVnrType_BrkFace,ExterQual_TA,ExterCond_Fa,Foundation_PConc,BsmtExposure_Not_Avail,BsmtFinType2_Not_Avail,HeatingQC_Fa,CentralAir_N,Electrical_FuseF,KitchenQual_TA,Functional_Maj2,GarageFinish_RFn,GarageQual_Fa,PavedDrive_P,PoolQC_Not_Avail,Fence_Not_Avail,MiscFeature_Not_Avail,SaleType_New
1152,90.0,14115,1956,2004,0.0,296,230,1073,1811,0,1811,0,1,0,2,1,6,1,1956.0,2,470,0,0,280,0,0,230000,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1153,0.0,5890,1930,2007,0.0,538,278,816,816,0,816,0,1,0,2,1,5,0,2002.0,1,432,0,0,96,0,0,120500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
1154,0.0,13700,1965,1988,288.0,454,410,864,902,918,1820,0,1,2,4,1,8,2,1965.0,2,492,60,84,0,273,0,201800,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1155,90.0,10768,1976,2004,0.0,1157,280,1437,1437,0,1437,1,2,0,3,1,6,1,1976.0,2,528,0,21,0,180,0,218000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
1156,85.0,9350,1965,1999,0.0,633,586,1219,1265,0,1265,0,2,0,3,1,6,1,1965.0,2,502,0,92,0,0,0,179900,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1157,34.0,5001,2007,2008,166.0,904,410,1314,1314,0,1314,1,2,0,2,1,6,1,2008.0,2,626,172,62,0,0,0,230000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0
1158,92.0,11932,2007,2008,186.0,0,1580,1580,1580,0,1580,0,2,0,3,1,7,0,2008.0,3,830,0,24,0,0,0,235128,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0
1159,76.0,9120,1974,1974,270.0,442,459,901,943,933,1876,0,2,1,4,1,8,1,1974.0,2,540,0,69,0,0,0,185000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
1160,24.0,2280,1978,1978,0.0,311,544,855,855,601,1456,0,2,1,3,1,7,1,1978.0,2,440,26,0,0,0,0,146000,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0
1161,0.0,14778,1954,2006,72.0,728,568,1296,1640,0,1640,1,1,0,3,1,7,1,1993.0,2,924,108,0,0,0,0,224000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1162,109.0,8724,1968,1968,0.0,492,402,894,894,0,894,0,1,0,3,1,5,1,1968.0,2,450,0,0,0,0,0,129000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
1163,60.0,12900,1969,1969,0.0,1198,0,1198,1258,0,1258,2,0,2,0,2,6,0,1969.0,2,400,120,0,0,0,0,108959,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0
1164,0.0,16157,1978,1978,0.0,680,289,1360,1432,0,1432,1,1,1,2,1,5,1,1978.0,2,588,168,180,0,0,0,194000,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1165,79.0,9541,2009,2009,268.0,0,1502,1502,1502,0,1502,0,2,0,3,1,7,0,2009.0,2,644,0,114,0,0,0,233170,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1
1166,64.0,10475,2008,2008,72.0,0,1694,1694,1694,0,1694,0,2,0,3,1,7,0,2008.0,3,776,160,33,0,0,0,245350,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0
1167,58.0,10852,2000,2000,0.0,786,173,959,959,712,1671,1,2,1,3,1,7,1,2000.0,2,472,0,38,0,0,0,173000,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0
1168,120.0,13728,1935,1986,0.0,626,501,1127,1236,872,2108,0,2,0,4,1,7,2,1935.0,2,540,0,0,0,90,0,235000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1169,118.0,35760,1995,1996,1378.0,1387,543,1930,1831,1796,3627,1,3,1,4,1,10,1,1995.0,3,807,361,76,0,0,0,625000,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1170,76.0,9880,1977,1977,0.0,522,574,1096,1118,0,1118,1,1,0,3,1,6,1,1977.0,1,358,203,0,0,0,576,171000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1171,76.0,9120,1958,1958,0.0,662,599,1261,1261,0,1261,1,1,0,3,1,6,1,1958.0,2,433,0,0,0,288,0,163000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
1172,35.0,4017,2006,2007,0.0,0,625,625,625,625,1250,0,2,1,2,1,5,0,2006.0,2,625,0,54,0,0,0,171900,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1173,138.0,18030,1946,1994,0.0,152,977,1598,1636,971,3086,0,3,0,3,1,12,1,0.0,0,0,122,0,0,0,0,200500,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1174,80.0,16560,1932,1950,0.0,503,449,952,1170,1175,2345,0,2,1,4,1,9,1,1932.0,2,360,0,0,0,0,0,239000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
1175,85.0,10678,1992,2000,337.0,700,983,1683,2129,743,2872,0,2,1,4,1,9,1,1992.0,2,541,0,33,0,0,0,285000,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1176,37.0,6951,1984,1985,0.0,658,218,876,923,0,923,1,1,0,3,1,5,0,1984.0,1,264,362,0,0,0,0,119500,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1177,0.0,3950,1926,2004,0.0,468,350,818,818,406,1224,0,1,0,3,1,5,0,1926.0,1,210,0,0,116,0,0,115000,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
1178,54.0,7681,1921,1950,0.0,0,731,731,820,523,1343,0,1,1,3,1,7,1,1921.0,1,186,192,0,102,0,0,154900,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0
1179,77.0,8335,1954,1954,0.0,0,0,0,1124,0,1124,0,1,0,3,1,5,1,0.0,0,0,0,36,190,0,0,93000,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0
1180,0.0,11170,1990,1991,0.0,1216,0,1216,1298,1216,2514,0,2,1,4,1,8,0,1990.0,2,693,0,0,0,0,0,250000,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1181,64.0,5587,2008,2008,186.0,1480,120,1600,1652,0,1652,1,2,0,2,1,5,1,2008.0,2,482,162,53,0,0,0,392500,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1
1182,160.0,15623,1996,1996,0.0,2096,300,2396,2411,2065,4476,1,3,1,4,1,10,2,1996.0,3,813,171,78,0,0,555,745000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1183,60.0,10800,1920,1950,0.0,821,299,1120,1130,0,1130,1,1,0,2,1,5,1,1970.0,2,720,229,0,0,0,0,120000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
1184,50.0,35133,1963,1963,226.0,1159,413,1572,1572,0,1572,1,1,1,3,1,5,2,1963.0,3,995,0,263,0,263,0,186700,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0
1185,60.0,9738,1924,1950,0.0,392,392,784,949,272,1221,1,1,0,4,1,7,0,1965.0,1,392,0,0,236,0,0,104900,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
1186,107.0,10615,1900,1970,0.0,440,538,978,1014,685,1699,1,2,0,3,2,7,0,1920.0,2,420,0,74,0,0,0,95000,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0
1187,89.0,12461,1994,1995,0.0,1456,168,1624,1624,0,1624,1,2,0,2,1,5,1,1994.0,3,757,0,114,192,0,0,262000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1188,68.0,8935,2002,2002,95.0,0,831,831,831,829,1660,0,2,1,3,1,7,0,2002.0,2,493,144,68,0,0,0,195000,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0
1189,60.0,7500,1999,1999,0.0,0,994,994,1028,776,1804,0,2,1,3,1,7,1,1999.0,2,442,140,60,0,0,0,189000,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1190,0.0,32463,1961,1975,149.0,1159,90,1249,1622,0,1622,1,1,0,3,1,7,1,1975.0,4,1356,439,0,0,0,0,168000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
1191,24.0,2645,1999,2000,456.0,0,776,776,764,677,1441,0,2,1,2,1,5,0,1999.0,2,492,206,0,0,0,0,174000,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1192,60.0,9600,1925,1994,0.0,0,702,702,842,630,1472,0,1,0,3,1,6,0,1925.0,1,250,0,0,84,0,0,125000,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0
1193,0.0,4500,1999,1999,425.0,883,341,1224,1224,0,1224,1,2,0,2,1,5,0,1999.0,2,402,0,304,0,0,0,165000,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0
1194,80.0,9364,1969,1969,143.0,371,292,663,663,689,1352,0,1,1,4,1,7,0,1969.0,1,299,379,36,0,0,0,158000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1195,51.0,8029,2005,2005,0.0,0,728,728,728,728,1456,0,2,1,3,1,8,0,2005.0,2,400,100,24,0,0,0,176000,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1196,58.0,14054,2006,2006,0.0,0,879,879,879,984,1863,0,2,1,4,1,9,1,2006.0,3,660,100,17,0,0,0,219210,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1
1197,65.0,8850,1916,1950,0.0,0,815,815,815,875,1690,0,1,0,3,1,7,1,1916.0,1,225,0,0,330,0,0,144000,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
1198,70.0,9100,2001,2001,0.0,0,1212,1212,1212,0,1212,0,2,0,3,1,6,0,2001.0,2,573,356,0,0,0,0,178000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0
1199,75.0,11235,1963,1979,51.0,547,504,1051,1382,0,1382,0,1,1,3,1,6,1,1974.0,2,459,0,82,0,0,0,148000,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
1200,71.0,9353,1970,1970,0.0,0,864,864,864,0,864,0,1,0,3,1,5,0,1972.0,1,280,0,0,0,0,0,116050,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
1201,80.0,10400,1998,1998,0.0,0,866,866,866,913,1779,0,2,1,3,1,6,0,1998.0,2,546,198,36,0,0,0,197900,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0
1202,50.0,6000,1925,1997,0.0,0,884,884,884,464,1348,1,1,0,3,1,5,1,1960.0,1,216,0,0,208,0,0,117000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
1203,75.0,9750,2000,2001,171.0,0,1630,1630,1630,0,1630,0,2,0,3,1,6,1,2000.0,2,451,74,234,0,0,0,213000,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1204,78.0,10140,1975,1975,0.0,788,268,1056,1074,0,1074,1,1,1,3,1,6,0,1975.0,2,495,0,88,0,0,0,153500,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
1205,90.0,14684,1990,1991,234.0,485,1496,2158,2196,0,2196,0,2,0,3,1,7,1,1990.0,3,701,84,70,0,0,0,271900,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
1206,0.0,8900,1966,1966,0.0,1056,0,1056,1056,0,1056,1,1,0,2,1,5,0,1966.0,1,384,0,42,0,0,0,107000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1207,70.0,9135,2003,2003,120.0,340,1342,1682,1700,0,1700,1,2,0,3,1,7,0,2003.0,2,544,192,23,0,0,0,200000,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0
1208,70.0,7763,1962,1980,0.0,504,319,931,1283,0,1283,1,1,0,3,1,6,0,1980.0,2,506,0,0,0,0,0,140000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
1209,85.0,10182,2006,2006,420.0,1220,440,1660,1660,0,1660,1,2,0,3,1,8,1,2006.0,2,500,322,50,0,0,0,290000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1
1210,70.0,11218,1992,1992,0.0,0,1055,1055,1055,790,1845,0,2,1,3,1,8,1,1992.0,2,462,635,104,0,0,0,189000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1211,152.0,12134,1988,2005,0.0,427,132,559,1080,672,1752,0,2,0,4,1,8,0,1988.0,2,492,325,12,0,0,0,164000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0
1212,50.0,9340,1941,1950,0.0,344,328,672,672,0,672,1,1,0,2,1,4,0,1941.0,1,234,0,113,0,0,0,113000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
1213,0.0,10246,1965,2001,0.0,648,0,648,960,0,960,1,0,0,0,1,3,0,1965.0,1,364,88,0,0,0,0,145000,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
1214,69.0,10205,1962,1962,0.0,784,141,925,999,0,999,1,1,0,3,1,6,0,1962.0,1,300,150,72,0,0,0,134500,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
1215,99.0,7094,1966,1966,0.0,180,340,894,894,0,894,0,1,0,3,1,5,0,1966.0,1,384,0,0,0,0,0,125000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
1216,68.0,8930,1978,1978,0.0,0,0,0,1318,584,1902,0,2,0,4,2,8,0,1978.0,2,539,0,0,0,0,0,112000,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0
1217,72.0,8640,2009,2009,72.0,936,364,1300,1314,0,1314,1,2,0,3,1,6,0,2009.0,2,552,135,112,0,0,0,229456,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1
1218,52.0,6240,1947,1950,0.0,0,0,0,672,240,912,0,1,0,2,1,3,0,0.0,0,0,0,0,0,0,0,80500,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0
1219,21.0,1680,1971,1971,236.0,0,672,672,672,546,1218,0,1,1,3,1,7,0,0.0,0,0,201,0,0,0,0,91500,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
1220,66.0,7800,1964,1964,0.0,312,0,912,912,0,912,0,1,0,2,1,5,0,1964.0,1,288,0,0,0,0,0,115000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
1221,55.0,8250,1968,1968,0.0,250,210,952,1211,0,1211,0,1,0,3,1,5,1,1968.0,1,322,0,63,0,0,0,134000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
1222,78.0,10496,1949,1950,320.0,196,844,1040,1168,678,1846,0,2,0,3,1,7,1,1949.0,1,315,0,0,0,0,0,143000,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1223,89.0,10680,1951,1951,44.0,756,1380,2136,2136,0,2136,0,2,0,4,1,7,0,1951.0,2,528,0,30,0,0,0,137900,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
1224,60.0,15384,2004,2005,0.0,724,64,788,788,702,1490,1,2,1,3,1,8,1,2004.0,2,388,100,75,0,0,0,184000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1225,65.0,10482,1958,1958,63.0,507,81,588,1138,0,1138,0,1,0,3,1,6,0,1958.0,1,264,224,0,0,0,0,145000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
1226,86.0,14598,2007,2007,74.0,0,894,894,894,1039,1933,0,2,1,4,1,9,1,2007.0,3,668,100,18,0,0,0,214000,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1227,72.0,8872,1965,2008,300.0,595,317,912,912,0,912,1,1,0,2,1,5,0,1992.0,2,576,0,240,0,0,0,147000,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1228,65.0,8769,2008,2008,766.0,1540,162,1702,1702,0,1702,1,1,1,1,1,7,1,2008.0,3,1052,0,72,0,224,0,367294,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1
1229,70.0,7910,1960,1960,0.0,666,409,1075,1507,0,1507,0,2,0,4,1,7,0,1960.0,1,404,0,0,0,0,0,127000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1230,0.0,18890,1977,1977,1.0,498,652,1361,1361,1259,2620,0,2,2,4,2,12,1,1977.0,2,600,155,24,145,0,0,190000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
1231,70.0,7728,1962,1962,120.0,803,303,1106,1190,0,1190,1,1,0,3,1,6,0,1962.0,2,540,0,18,0,0,0,132500,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1232,70.0,9842,1962,1962,0.0,0,0,0,1224,0,1224,0,2,0,2,2,6,0,1962.0,2,462,0,0,0,0,0,101800,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0
1233,0.0,12160,1959,1959,180.0,1000,188,1188,1188,0,1188,1,1,0,3,1,6,0,1959.0,2,531,0,0,0,0,0,142000,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
1234,55.0,8525,1911,1950,0.0,0,940,940,1024,940,1964,0,1,1,4,1,7,0,0.0,0,0,0,192,0,0,0,130000,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0
1235,96.0,13132,1914,1950,0.0,0,747,747,892,892,1784,0,1,1,4,1,9,0,1914.0,1,180,203,40,0,0,0,138887,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0
1236,36.0,2628,2003,2003,106.0,0,764,764,764,862,1626,0,2,1,2,1,6,0,2003.0,2,474,0,27,0,0,0,175500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0
1237,41.0,12393,2004,2005,0.0,0,847,847,847,1101,1948,0,2,1,4,1,8,1,2004.0,2,434,100,48,0,0,0,195000,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1238,63.0,13072,2005,2005,0.0,0,1141,1141,1141,0,1141,0,1,1,3,1,6,0,2005.0,2,484,0,0,0,0,0,142500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0
1239,64.0,9037,2006,2006,32.0,428,1048,1476,1484,0,1484,0,2,0,2,1,6,1,2006.0,2,472,120,33,0,0,0,265900,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0
1240,65.0,8158,2003,2003,252.0,550,334,884,884,884,1768,1,2,1,3,1,8,0,2003.0,2,543,0,63,0,0,0,224900,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0
1241,83.0,9849,2007,2007,0.0,0,1689,1689,1689,0,1689,0,2,0,3,1,7,0,2007.0,3,954,0,56,0,0,0,248328,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1
1242,85.0,10625,1974,1974,81.0,885,0,1053,1173,0,1173,1,2,0,3,1,6,2,1974.0,2,528,0,120,0,0,0,170000,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1243,107.0,13891,2006,2006,0.0,1386,690,2076,2076,0,2076,1,2,1,2,1,7,1,2006.0,3,850,216,229,0,0,0,465000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1
1244,0.0,11435,1929,1950,0.0,0,792,792,792,725,1517,0,1,0,3,1,7,2,1931.0,2,400,0,0,0,0,0,230000,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0
1245,78.0,12090,1984,2003,74.0,0,585,585,1140,728,1868,0,3,1,3,1,7,1,1984.0,2,477,268,112,0,147,0,178000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
1246,65.0,8125,2005,2006,0.0,0,756,756,756,797,1553,0,2,1,3,1,6,0,2005.0,2,615,0,45,0,0,0,186500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1
1247,0.0,12328,1976,1976,335.0,539,473,1012,1034,0,1034,1,1,0,3,1,6,0,1976.0,3,888,0,0,0,0,0,169900,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
1248,60.0,9600,1917,1950,0.0,319,416,735,1134,924,2058,0,1,1,3,1,8,1,1950.0,2,396,0,0,259,0,0,129500,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0
1249,60.0,7200,1950,1950,0.0,534,246,876,988,0,988,0,1,0,3,1,6,0,1950.0,1,276,0,80,0,0,0,119000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
1250,93.0,11160,1968,1968,0.0,1065,1045,2110,2110,0,2110,1,2,1,3,1,8,2,1968.0,2,522,0,0,0,0,0,244000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1251,0.0,3136,2003,2003,163.0,0,1405,1405,1405,0,1405,0,2,0,2,1,6,1,2003.0,2,478,148,36,0,0,0,171750,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0
1252,62.0,9858,1968,1968,0.0,510,354,864,874,0,874,1,1,0,3,1,5,0,1968.0,1,288,33,0,0,0,0,130000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1253,0.0,17542,1974,2003,0.0,125,36,1192,1516,651,2167,1,2,1,3,1,9,2,1974.0,2,518,220,47,0,0,0,294000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1254,60.0,6931,2003,2004,92.0,0,746,746,760,896,1656,0,2,1,3,1,7,1,2003.0,2,397,178,128,0,0,0,165400,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1255,52.0,6240,1931,1950,0.0,425,459,884,959,408,1367,0,1,0,3,1,6,1,1978.0,1,560,0,0,0,120,0,127500,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
1256,91.0,14303,1994,1994,554.0,1314,672,1986,1987,0,1987,1,2,0,2,1,7,1,1994.0,2,691,262,36,0,0,0,301500,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1257,56.0,4060,1922,1950,0.0,0,864,864,864,0,864,0,1,0,2,1,4,0,0.0,0,0,0,96,0,0,0,99900,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0
1258,59.0,9587,2005,2005,182.0,655,201,856,1166,0,1166,1,2,0,2,1,5,0,2005.0,2,400,212,0,0,0,0,190000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1259,65.0,9750,1969,1969,0.0,602,14,1054,1054,0,1054,1,1,1,3,1,6,0,1969.0,2,460,180,0,0,80,0,151000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
1260,0.0,24682,1999,1999,0.0,0,841,841,892,783,1675,0,2,1,3,1,7,1,1999.0,2,502,0,103,0,0,0,181000,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0
1261,80.0,9600,1956,1956,0.0,504,546,1050,1050,0,1050,0,1,0,2,1,5,0,1956.0,1,338,0,0,0,0,0,128900,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
1262,0.0,11250,1957,1989,0.0,0,1104,1104,1104,684,1788,1,1,0,5,1,8,2,1957.0,1,304,120,0,0,0,0,161500,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
1263,60.0,13515,1919,1950,0.0,0,764,764,1060,764,1824,0,1,0,3,1,8,1,1940.0,2,520,0,0,126,0,0,180500,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
